comment,conditionInfo,dateTime,easeOfUse,effectiveness,helpful,reviewerInfo,satisfaction,supplement
"As a mother of 8, grandmother of 13, and great grandmother of 2, I have used Colloidal Silver since I first read about it at least 20 years ago.  We have used it for just about everything, fungus infections, ear infections, strep throat, cancer, septic conditions, food poisoning, staph infections, candida, skin ulcers and burns, pets and plants.   It is amazingly effective in a short period of time.   The only thing it's not 100 effective with is diabetes and some viruses.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",3/24/2014 3:16:32 PM,,,,,,COLLOIDAL SILVER
Nebulising Ionic silver was the backbone to curing my discoid eczema. The only side effect is you may never have to visit your doctor again... FACT!,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",3/16/2014 1:13:37 PM,,,,,,COLLOIDAL SILVER
BOLD FACE LYING MEDICAL INDUSTRY ,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",2/17/2014 2:23:09 PM,,,,,,COLLOIDAL SILVER
"I use colloidal silver as an anti fungal treatment. It cleared up my athletes foot in a matter of days, as opposed to tinactin, or lotrimin which usually takes a week or more, depending on how early I catch it.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",1/31/2014 12:30:06 PM,,,,,,COLLOIDAL SILVER
"I had to have surgery for a skin sinus that started out as an abscess. It got infected and was suppose to take antibiotics. Antibiotics give me clossridium difficile. So I did not want to take them. Started taking CS every 4 hours and the infection nearly gone and I feel great. Also use the spray for sinus.
","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",5/2/2014 1:20:32 AM,,,,,,COLLOIDAL SILVER
"After suffering shingles across my face, right eye, in my mouth and throat I immediately began taking colloidal silver water as I knew of it's benefits for other ailments. It was too late for the anti-whatever chemical drug (thank goodness) so within a matter of a few weeks, symptoms were gone and have never returned as I take 5 mls most days now. I also never get a cold or flu ..... happy with using it.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",4/21/2014 6:08:57 PM,,,,,,COLLOIDAL SILVER
Modern Medicine will kill you. This worked well with me.,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",4/18/2014 9:25:56 AM,,,,,,COLLOIDAL SILVER
"Since discovering Colloidal Silver 2 years ago, I have not come down with a cold or bronchitis. I used to be very ill with colds and bronchitis at least 3-4 times a year.  After finding Sovereign Silver nose spray at my local Better Health Market I just use it at the first signs of an oncoming cold and the virus doesn't settle in and take hold!  This has really helped me stay off of cold medicines that barely treat symptoms and antibiotics that my doctor didn't like to prescribe.  ","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",4/14/2014 8:32:07 AM,,,,,,COLLOIDAL SILVER
You can buy in www.argentcolloidal.fr,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",4/3/2014 8:20:40 AM,,,,,,COLLOIDAL SILVER
i have been taking colloidal silver for about two years and the doctors is tell-en me they see something on my lungs but i feel fine.  ,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",5/29/2014 2:27:05 PM,,,,,,COLLOIDAL SILVER
Nature's Sunshine is the only brand I trust.  It cured to yeast infections 10 years ago and I have not had one since.,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",5/24/2014 10:09:41 PM,,,,,,COLLOIDAL SILVER
"I have a combination of blepharitis and rosacea on my eyelids as well as one heck of a case of allergic eyes.  My eyes tear heavily, which leads to wet lids, causing intense burning, swelling, itching, and welts at its high points. The ophthalmologist wants me to take antibiotics for the rest of my life, which improves the condition but not completely (and who wants to do that to their body?).  Well, I ran out of the antibiotics 2 weeks ago & haven't been able to get the refill. Today, the health food store suggested colloidal silver. I've put one drop in each eye 8 hrs apart and rubbed the liquid on my lids.  INSTANT relief.  Not even my $400 eye drops stopped the tearing. My eyes haven't teared all day and my beet red, thick swollen lids are calming down rapidly. Amazing.  I can't wait to see what they look like in a few days.  I decided to try it on my Alaskan Malamutes' constant itchy ears and she has slept peacefully most of the day. I am hopeful this will fix our ailments but will use it sparingly and cautiously.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",5/18/2014 12:30:38 AM,,,,,,COLLOIDAL SILVER
"I have used colloidal silver when I have had sinus, throat, and upper respiratory infections and it has worked. The article here at WebMD is typical, they do not support proven alternative medicine. Also, if research come from outside the United States, it is viewed with extreme skepticism until research is done here in the US and it is often duplicate research. I know there is large amount of quackery in the natural supplement industry, but with the constant recalls, removals, warnings of drugs, it seems about even except for the money where big pharma make more that the natural industry does by a wide margin.Colloidal silver was being studied in the early part of the 20th Century, but when antibiotics were discovered and pharmaceutical companies stopped the research into colloidal silver because money could be made with antibiotics. ","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",5/14/2014 9:28:31 PM,,,,,,COLLOIDAL SILVER
"After taking antibiotic after antibiotic, found this at my local herb shop years ago. Within 3 days my infection was gone and I was back to normal. This stuff works! ","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",5/2/2014 5:54:08 PM,,,,,,COLLOIDAL SILVER
"No, it's NOT a miracle treatment. Don't be misled by hundreds of positive testimonies here depicting CS as a ""wonder antibiotic"". In retrospect I should have been suspicious when I read all the positive reviews here b4 buying my own silver machine, 'cos most of them rated for the ""Ease of Use"" at 5 stars --- but how can it be 5 stars when u have to make it urself with a dedicated machine, each time for hours, let alone all the careful washing beforehand!!!? But I didn't ha ha... foolish me :D

However, not that I'm saying I regret buying the machine, no, no, it's a good investment I think (mine is SilverLung btw).  All am saying is it is not as miraculous as spammers here would like u to believe.

From my experience, CS is GREAT for mild scald/burn  and cuts (haven't suffered any more severe ones since acquiring the machine (touching wood), so no experience); absolutely great, takes care of the pain in no time --- well, ok, this by itself is quite miraculous :)  Also, quite good for otitis externa, but needs to spray it for several times a day. I have vitiligo patches, which can become hypersensitive to the sun/UV after medication is applied on them, when that happens they become super itchy and disturb sleep --- CS takes care of it well, but might need to re-spray near morning. In short, unexpectedly I find it to be a good pain and itch killer for skin lesions!

But it is NOT effective for treatment or prevention of acne. Okay for folliculitis (infection of hair follicle). I haven't taken it internally so far.  And that's about all I have tried it for so far. Good luck!","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",7/3/2014 1:31:11 PM,,,,,,COLLOIDAL SILVER
